#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-09-19T20:24:53 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ541c906b317d	
#INFO	-out.max=unlimited	
#INFO	queryParameters=12	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:VII/118&tab:{VII/118/ngc2000}&key:source=VII/118/ngc2000&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/118/ngc2000
#-order=I
#-out=Name
#

#RESOURCE=yCat_7118
#Name: VII/118
#Title: NGC 2000.0 (Sky Publishing, ed. Sinnott 1988)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_118_ngc2000:
#Name: VII/118/ngc2000
#Title: The NGC 2000.0 Catalogue
#Column	_RAJ2000	(F6.2)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F6.2)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Name	(A5)	NGC or IC designation (preceded by I)	[ucd=meta.id;meta.main]
_RAJ2000;_DEJ2000;Name
066.5502;-53.1333;I2071
066.5752;-10.1166; 1575
066.5752;-10.1166; 1577
066.6502;-42.1000;I2068
066.6502;-53.1833;I2073
066.7252;-48.3666;I2072
066.8752;-42.1500; 1585
066.9002;-55.0333; 1596
066.9752;-55.0500; 1602
067.0252;-17.5333; 1584
067.0252;-48.2166;I2076
067.0502; -5.1833; 1580
067.0752;-17.6166; 1583
067.1002;-47.8166; 1595
067.1252;-53.7333;I2079
067.1502;-47.7833; 1598
067.2502;-53.6166;I2081
067.2752;-53.8333;I2082
067.3251;-71.8333; 1629
067.3502;-26.7333; 1591
067.4002;-26.9666; 1592
067.5252; -5.0167;I 372
067.5502;+35.2666; 1579
067.5502; -0.5500;I 371
067.6752; -0.3167; 1586
067.6752; +0.6667; 1587
067.6752; -4.8667;I 373
067.6752;-53.9833;I2083
067.7001;+64.8500; 1569
067.7002; +0.6500; 1588
067.7002; +0.8500; 1589
067.7002; -5.8000; 1594
067.7002;+35.4500;I2067
067.7502; -5.8000;I2075
067.7752;-12.9666;I 375
067.7752;-12.4500;I 376
067.8002; +7.6167; 1590
067.8002;-11.2833; 1597
067.8252;-12.4500;I 377
067.8252; +7.7000;I2074
067.8502;-54.4166;I2085
067.8752;-12.3000;I 378
067.9002; -4.5833; 1599
067.9002;-53.6333;I2086
067.9252; -5.0833; 1600
067.9252; -5.1000; 1603
067.9252;-54.6000; 1617
067.9252;-12.9333;I 380
067.9502; -5.1000; 1601
067.9752; +0.5667; 1593
067.9752; -5.3667; 1604
067.9752; +0.5833; 1608
067.9752; -7.2500;I 379
067.9752; -4.6833;I2078
068.0002;+43.8500; 1582
068.0002; -4.4500; 1607
068.0252; -5.0333; 1606
068.0252; +0.5667;I2077
068.0252;-48.2833;I2084
068.0752; -5.7500;I2080
068.1252;+16.6333;I 374
068.1502; -4.3667; 1609
068.1500;-75.5499;I2089
068.1752;-43.7166; 1616
068.2001;+71.8833; 1560
068.2001;+71.9000;I2062
068.2502; -4.2833; 1611
068.2752; -4.1667; 1612
068.3252; -4.2500; 1613
068.5002; -8.5833; 1614
068.5252; -4.7000; 1610
068.7252;-13.5166; 1623
068.7500;+73.2500; 1573
068.7502;+45.2500; 1605
069.0002;+19.9500; 1615
069.0252; -3.1500; 1618
069.0251;-65.7666; 1641
069.0502; -4.8333; 1619
069.0752; -4.9667; 1621
069.1502; -0.1500; 1620
069.1502; -3.1833; 1622
069.2752; -3.3000; 1625
069.3002; -5.0000; 1626
069.3252;-18.9000; 1630
069.3752; -4.8500; 1627
069.3752; -4.7000; 1628
069.3751;-70.5833; 1651
069.4752; -9.5166; 1632
069.4752; -9.5166;I 382
069.5001;-66.1999; 1644
069.5251;-68.8166; 1649
069.5251;-68.6666; 1652
069.6002;-20.6666; 1631
069.7502; +9.9000;I 383
069.8252; -7.8333;I 384
069.8752; -7.1000;I 385
069.9500;-76.8333;I2103
070.0002; +7.3500; 1633
070.0002; +7.3333; 1634
070.0002; -9.4500;I 386
070.0002;+25.7333;I2087
070.0252; -0.5500; 1635
070.1002;+50.4500; 1624
070.1752; -8.6000; 1636
070.2252;-17.0000; 1639
070.3752; -2.8500; 1637
070.4002; -1.8167; 1638
070.4252; -7.0833;I 387
070.5002; -7.3000;I 388
070.5002; -7.3000;I 389
070.5252; -7.2167;I 390
070.5502;-20.4333; 1640
070.6001;-69.8500; 1673
070.7252; +0.6167; 1642
070.7501;-65.8000; 1669
070.9002; -5.2833; 1643
070.9251;-68.8333; 1676
070.9252;+27.2667;I2088
071.0002; -5.4333; 1645
071.0002;-41.4500; 1658
071.0502;-41.4833; 1660
071.0752; -8.5500; 1646
071.1000;+75.6500;I 381
071.1252; -8.4833; 1648
071.1752;-34.0000;I2090
071.2495;-84.0000; 1841
071.2752;-15.8500; 1650
071.4252;-59.2500; 1672
071.4502; -2.4167; 1653
071.4502; -2.1000; 1654
071.4502; -5.1333; 1656
071.5002;+19.0667; 1647
071.5252;-44.7166; 1668
071.5502;+20.9333; 1655
071.5502; -2.0667; 1657
071.6002; +3.5000;I 392
071.6252; -4.7833; 1659
071.6502; -4.6833;I2091
071.7002; -4.9500;I2092
071.8002; -2.0500; 1661
071.8751;-69.3500; 1693
071.9001;-69.4000; 1695
071.9002; -2.7167;I2093
071.9752;-15.5333;I 393
072.0001;-68.2666; 1696
072.0502; -5.4167; 1665
072.1002;-59.8000; 1688
072.1002; -5.3667;I2094
072.1252;+10.9333; 1662
072.1252; -6.5667; 1666
072.1502;+13.1667; 1663
072.1502; -6.3167; 1667
072.1502;-47.8166; 1680
072.1501;-68.5333; 1697
072.1752; -5.1333;I2095
072.2252; -6.2833;I 394
072.3251;-69.8500; 1702
072.3501;-69.1666; 1698
072.3501;-69.2000;I2105
072.4002; +0.2500;I 395
072.4002; -4.9833;I2096
072.4251;-69.7500; 1704
072.4752; -2.7333; 1670
072.5002;-31.9833; 1679
072.5752; -0.7667; 1671
072.5752; -5.0833;I2097
072.6251;-70.0000; 1711
072.6752; -5.4333;I2098
072.7002; -4.8667; 1677
072.7002; -4.9000;I2099
072.7752;+43.7000; 1664
072.8002; -4.8333;I2100
072.8252;-33.9333; 1687
072.8251;-69.4666; 1712
072.9002; -6.2500;I2101
072.9252; -2.6333; 1678
072.9252; -5.8167; 1681
072.9752; -4.9667;I2102
072.9751;-69.4000;I2111
073.0251;-66.9333; 1714
073.0251;-66.9166; 1715
073.0501;-67.0666; 1718
073.0501;-69.4000; 1722
073.0501;-69.3500; 1727
073.0752; -3.1000; 1682
073.0752; -3.0167; 1683
073.1002;+23.9000; 1674
073.1002;+23.9000; 1675
073.1252; -3.1000; 1684
073.1251;-62.9833; 1706
073.1502; -2.9500; 1685
073.2002;-15.3666; 1686
073.2002;-59.7500; 1703
073.2251;-68.6666; 1732
073.2751;-68.0666; 1736
073.3251;-68.7833; 1734
073.3501;-66.9333; 1731
073.4002; -6.3333; 1689
073.4751;-66.6833; 1733
073.4751;-67.1166; 1735
073.5001;-69.2000; 1743
073.5502;-53.3666; 1705
073.5501;-69.8166; 1751
073.5752; +1.6333; 1690
073.5751;-69.2000; 1737
073.5751;-69.2000; 1745
073.6001;-69.2000; 1748
073.6001;-70.4500; 1754
073.6502; +3.2500; 1691
073.6501;-68.2000; 1749
073.6501;-69.2500; 1756
073.6501;-69.2000;I2114
073.7251;-67.1833; 1747
073.7501;-68.1833; 1755
073.8002; -4.6500; 1694
073.8502;-20.5666; 1692
073.9502;-29.8833; 1701
073.9501;-70.2333; 1766
073.9500;-74.2833; 1777
074.0501;-67.6833; 1764
074.0751;-69.4000; 1767
074.1001;-66.5000; 1761
074.1251;-66.5333; 1760
074.1252;-15.7833;I2104
074.1502;-28.5000;I2106
074.1751;-68.2500; 1768
074.1751;-69.5666; 1772
074.2001;-66.4000; 1763
074.2001;-70.4333; 1775
074.2252; -4.8667; 1700
074.2502; -4.7500; 1699
074.2501;-68.4166; 1770
074.2751;-66.4000;I2115
074.3001;-68.4500;I2117
074.3252;-15.3000; 1710
074.3252;-15.2833;I2108
074.3499;+78.1833;I 391
074.3501;-66.4166;I2116
074.4001;-69.3833; 1782
074.4251;-66.4666; 1769
074.4501;-67.2500; 1774
074.4501;-71.9000; 1789
074.5001;+68.3166;I 396
074.5502; -7.7833;I 398
074.5751;-66.3500; 1773
074.5752; +8.2500;I2107
074.6002;-20.4000; 1716
074.6001;-62.0333; 1765
074.6001;-66.4333; 1776
074.6501;-68.8666; 1785
074.7002; -0.4833; 1709
074.7252; +8.2333; 1707
074.7252; -0.5000; 1713
074.7251;-63.3000; 1771
074.7251;-66.0000; 1783
074.7501;-70.1666; 1791
074.7502; -0.3167;I2109
074.7502; -0.3167;I2110
074.7751;-67.7500; 1786
074.7751;-65.7333; 1787
074.8002; -0.2500; 1717
074.8002;-11.1333; 1721
074.8252; -7.8667; 1720
074.8252;-11.1333; 1725
074.8502;-10.9833; 1723
074.8502;-11.1333; 1728
074.8501;-69.5500; 1793
074.8751;-69.8000; 1795
074.9002; -0.2667; 1719
074.9002;-15.8333; 1730
074.9002;-15.8333;I2113
074.9252; -7.7500; 1726
075.0002;-26.0166; 1744
075.0252; -3.3500; 1729
075.1251;-69.6333; 1801
075.1252; +4.3833;I2112
075.2002;-38.7166; 1759
075.2251;-69.0833; 1804
075.2752;+40.4333;I 397
075.4002; -4.2667; 1741
075.4252;-18.1833; 1738
075.4252;-18.2000; 1739
075.4252; -3.3000; 1742
075.4502; -4.3000;I 399
075.4752; -3.3000; 1740
075.4751;-67.9833; 1806
075.5001;-69.5666; 1809
075.5252; -8.2333; 1752
075.5501;-66.1000; 1805
075.5751;-70.6166; 1815
075.6002; -3.3500; 1753
075.6502;+52.8833; 1708
075.6502; -4.7333; 1757
075.6501;-70.3166; 1813
075.6751;-61.1333; 1796
075.7490;+86.2166; 1544
075.7751;-66.3666; 1810
075.8752;+49.5000; 1724
075.8751;-70.3500; 1823
075.9002;+23.8167; 1746
075.9002; +1.5667; 1762
075.9252;-15.7666;I 400
075.9501;-67.2833; 1814
075.9501;-67.2833; 1816
075.9501;-67.2833; 1820
075.9752;+23.6500; 1750
076.0251;-68.9166; 1825
076.0251;-69.3833; 1828
076.0501;-66.4000; 1818
076.0751;-70.7166; 1833
076.0752;-10.0833;I 401
076.1002;+23.7667; 1758
076.1251;-69.3333; 1830
076.1751;-68.0500; 1829
076.1751;-70.7000; 1837
076.2501;-66.2000; 1822
076.3002;-37.9833; 1792
076.3001;-69.4000; 1835
076.3252; -9.1500; 1779
076.3251;-69.2166; 1834
076.3251;-68.6166; 1836
076.3502;-11.8666; 1784
076.3502;-49.5666; 1803
076.3501;-66.2166; 1826
076.4751;-68.4500; 1838
076.4751;-68.6166; 1839
076.5251;-64.9166; 1831
076.5751;-70.4666; 1845
076.5752; -9.1333;I 402
076.6002;-19.4833; 1780
076.6002;-31.9500; 1800
076.6000;-71.8166; 1840
076.7252; -3.3500; 1788
076.7252;-59.7166; 1824
076.7251;-68.9833; 1847
076.7252; -7.2167;I2118
076.7751;-67.2666; 1842
076.8001;-67.3166; 1844
076.8002;-20.3500;I2119
076.8251;-71.1833; 1848
076.9001;-67.4666; 1846
076.9252; -8.0333; 1797
076.9252; -7.9667; 1799
076.9252;-37.5166; 1808
076.9752;-18.1666; 1781
076.9752;-18.1666; 1794
077.0252;+37.0500; 1778
077.1251;-68.7666; 1850
077.1752;-29.2833; 1811
077.2252;-29.2666; 1812
077.2501;-67.7833; 1852
077.2751;-68.8500; 1854
077.3001;-66.3000; 1849
077.3501;-68.8500; 1855
077.3501;-69.1333; 1856
077.4251;-68.9000; 1858
077.5252;-36.9666; 1827
077.5251;-70.7666; 1861
077.5502;+24.1000; 1802
077.6001;-68.7666; 1860
077.6752;+16.5333; 1807
077.8252;+52.0666; 1790
077.8501;-65.2166; 1859
077.8501;-68.7833; 1863
077.9002;+47.6666; 1798
077.9252; +5.2000; 1819
077.9252;-15.1166; 1821
078.0252;+16.7000; 1817
078.0252;-15.6833; 1832
078.0501;-66.1333; 1862
078.0501;-68.7833; 1865
078.0752;-57.4000; 1853
078.1251;-67.6333; 1864
078.1501;-70.4666; 1878
078.2501;-69.1333; 1870
078.2501;-69.3333; 1872
078.3001;-69.3833; 1874
078.3001;-69.3833; 1876
078.3001;-69.3833; 1877
078.3001;-69.3500; 1881
078.3252; +9.7500;I 404
078.3751;-65.4666; 1866
078.3751;-66.2833; 1867
078.4001;-69.3833; 1880
078.4251;-67.4666; 1871
078.4251;-67.3333; 1873
078.4501;-67.3833; 1869
078.4750;-72.0666; 1890
078.5252;-10.6333; 1843
078.5252;-40.0500; 1851
078.6251;-63.9500; 1868
078.7501;-68.9666; 1885
078.8001;-66.1166; 1882
078.8252;+39.9666;I 403
078.9251;-69.4500; 1894
078.9501;-66.3000; 1887
078.9751;-66.1666; 1884
079.0502;+34.2667;I 405
079.1751;-69.6000; 1898
079.2251;-67.3166; 1895
079.2751;-64.9500; 1892
079.3001;-69.3000; 1903
079.3501;-67.4333; 1897
079.3751;-69.3666; 1916
079.4001;-71.2333; 1914
079.4252;-15.5166;I 407
079.4501;-67.8833; 1899
079.4501;-68.4333; 1901
079.4502;+39.8833;I 406
079.4752;-25.0833;I 408
079.5251;-66.6166; 1902
079.5251;-69.2166; 1910
079.5501;-67.2500; 1905
079.5502;+37.6000;I2120
079.6001;-69.5500; 1913
079.7501;-63.0333; 1900
079.7501;-69.0000; 1917
079.7502;-37.0833;I2122
079.7751;-69.6500; 1918
079.8001;-66.7666; 1911
079.8251;-69.8000; 1921
079.9001;-66.8000; 1915
079.9002; +3.3000;I 409
079.9251;-69.4833; 1922
079.9249;-77.7500; 1956
079.9252;-25.0666;I2121
079.9502;-32.1500; 1879
080.0001;-66.9166; 1919
080.0502;+39.3500; 1857
080.0752;-25.3333;I 411
080.1251;-69.5000; 1926
080.1501;-66.8000; 1920
080.2001;-69.4833; 1928
080.2501;-65.5000; 1923
080.3252;-35.7333; 1891
080.3252;-15.5500;I 415
080.3501;-69.9166; 1938
080.3501;-69.9333; 1939
080.4001;-67.9333; 1929
080.4502; +6.6833; 1875
080.4502;-23.8166; 1886
080.4501;-65.8000; 1925
080.4501;-67.9333; 1934
080.4751;-67.9666; 1935
080.4750;-72.5000; 1944
080.4752; +3.4833;I 412
080.4752; +3.3333;I 414
080.4752; +3.5000;I2123
080.4752; +3.5000;I2124
080.4751;-67.9500;I2126
080.4751;-67.9666;I2127
080.5002; +3.4833;I 413
080.5251;-67.9833; 1936
080.5501;-66.1500; 1933
080.5751;-67.9166; 1937
080.6001;-66.1500; 1932
080.6252;-11.5000; 1888
080.6252;-11.4833; 1889
080.6501;-67.2000; 1940
080.6498;-79.8500; 2012
080.6502;+33.5167;I 410
080.6752;+33.4000; 1893
080.6751;-70.1666; 1943
080.7001;-68.0500;I2128
080.7500;-75.4500;I2134
080.7751;-66.3833; 1941
080.9752;-17.2666;I 416
081.1002;-26.9833;I2125
081.1252;-24.5500; 1904
081.1251;-69.9500; 1950
081.1751;-63.9333; 1942
081.2002;-15.9666; 1906
081.2751;-66.4166; 1946
081.2751;-68.4833; 1949
081.3502;+20.1667; 1896
081.3501;-66.3500; 1945
081.3501;-68.8000; 1953
081.3751;-66.2500; 1948
081.3751;-69.8333; 1958
081.4501;-69.9333; 1959
081.4752;+46.5500; 1883
081.4752; -8.1333; 1909
081.4752;-46.7333; 1930
081.4751;-66.6000; 1951
081.5002; -2.5333; 1908
081.5251;-67.4833; 1955
081.6251;-68.7833; 1962
081.6251;-68.7833; 1965
081.6251;-69.0666; 1967
081.6251;-69.8166; 1969
081.6251;-68.7833; 1970
081.6751;-69.8500; 1971
081.6751;-69.8166; 1972
081.7001;-63.7666; 1947
081.7001;-68.8166; 1966
081.8001;-67.4333; 1968
081.8001;-70.7666; 1987
081.8500;-71.9166; 2000
081.8751;-68.9500; 1983
081.8751;-69.1000; 1984
081.8751;-69.9666; 1986
081.8752;-12.7000;I 418
081.9752; -5.3167; 1924
081.9751;-67.4000; 1974
082.0002;+35.3167; 1907
082.0252;+34.4333;I 417
082.0501;-69.1166; 1994
082.1501;-66.2333; 1978
082.1752;+35.8333; 1912
082.1752; -8.3833; 1927
082.2501;-67.4333; 1991
082.2751;-68.7333; 2001
082.5001;-69.7333; 2005
082.5501;-66.8666; 2002
082.6251;-63.2000; 1997
082.6501;-67.2833; 2004
082.6501;-70.8166; 2010
082.6500;-71.0666; 2018
082.6751;-66.4500; 2003
082.7001;-69.1500; 2009
082.7502;+30.1500;I 419
082.8001;-66.9500; 2006
082.8252;-23.0666;I2129
082.8502;+34.2500; 1931
082.8751;-69.9333; 2016
082.9251;-70.1666; 2019
082.9502;-23.1500;I2130
082.9751;-69.2166; 2015
083.0251;-67.5166; 2011
083.0501;-67.6666; 2014
083.0502; -8.0833;I 421
083.0752; -4.5000;I 420
083.0752;-17.2166;I 422
083.0752;-17.2166;I2131
083.1252;-48.7000; 1995
083.1252;-13.9167;I2132
083.2002;-14.0667; 1954
083.2252;-14.1167; 1957
083.2751;-67.7000; 2020
083.2750;-71.7333; 2025
083.2749;-78.0000;I2142
083.3002;-36.4000;I2135
083.3002;-36.4000;I2136
083.3000;-75.3666;I2140
083.3252;-36.4166; 1963
083.3252;-48.6833; 1998
083.3502;-21.9500; 1964
083.3501;-67.4333; 2021
083.3502; -0.6167;I 423
083.4251;-69.9333; 2028
083.4250;-70.9833; 2031
083.4252; -0.3167;I 424
083.4502;-23.3166; 1979
083.5752;-23.3333;I2137
083.5752;-23.5500;I2138
083.6002;-30.8000; 1989
083.6001;-70.0666; 2036
083.6252;+22.0167; 1952
083.6252;-30.9333; 1992
083.6251;-69.7333; 2033
083.6251;-70.5500; 2038
083.6751;-69.7500; 2037
083.7502;-50.9333; 2007
083.7752; -4.7333; 1973
083.7752;-50.9833; 2008
083.7751;-66.9166; 2027
083.8002; -4.4333; 1981
083.8001;-69.7666; 2048
083.8251;-67.5666; 2032
083.8251;-67.5666; 2035
083.8251;-70.2333; 2046
083.8252;-17.9333;I2139
083.8502; -4.6833; 1975
083.8502; -5.4500; 1976
083.8502; -5.9000; 1980
083.8501;-67.5500; 2029
083.8501;-66.0166; 2030
083.8752; -4.8667; 1977
083.8752;-17.8166; 1993
083.9002; -5.2667; 1982
083.9001;-70.1833; 2047
083.9251;-66.9333; 2034
083.9501;-68.9000; 2042
083.9751;-69.1833; 2044
084.0252;+34.1333; 1960
084.0251;-67.5500; 2040
084.0502; -1.2000; 1990
084.0501;-70.0833; 2043
084.0500;-71.0000; 2051
084.1001;-66.9666; 2041
084.1252; -6.7000; 1999
084.1251;-69.3666; 2050
084.1251;-70.6666; 2056
084.1501;-70.1333; 2058
084.1502; -6.6667;I 427
084.1502; -6.5167;I 428
084.1751;-70.2500; 2057
084.1751;-70.1000; 2059
084.2002; -0.2500;I 426
084.2501;-69.4000; 2055
084.2752;+32.4333;I 425
084.3251;-69.7500; 2052
084.3251;-67.4000; 2053
084.3251;-70.2166; 2065
084.3752;+21.2333; 1988
084.3751;-70.1666; 2066
084.4001;-69.1666; 2060
084.4252;+32.0000; 1985
084.4500;-74.7666;I2146
084.5251;-70.2333; 2072
084.5502;+25.8167; 1996
084.5501;-70.6666; 2075
084.5752; -7.0500;I 429
084.6251;-69.0833; 2069
084.6252; -7.0833;I 430
084.6501;-69.0833; 2070
084.7251;-69.4833; 2074
084.8000;-75.5166;I2148
084.8502;-17.8500; 2017
084.9001;-69.6666; 2077
084.9001;-69.7500; 2078
084.9001;-69.7833; 2079
084.9251;-69.6500; 2080
084.9751;-69.7500; 2083
084.9751;-69.7500; 2084
085.0001;-66.8833; 2062
085.0251;-69.4000; 2081
085.0501;-69.6500; 2085
085.0752; -1.4500;I 431
085.1001;-69.6500; 2086
085.1001;-69.6666;I2145
085.1252;-11.6333;I 433
085.2001;-69.4666; 2088
085.2251;-69.4333; 2091
085.2252; -1.4833;I 432
085.2497;-82.1166; 2144
085.2502; -2.4000;I 434
085.3751;-69.2166; 2092
085.3751;-68.9166; 2093
085.4002; -2.2333; 2023
085.4000;-71.3333; 2103
085.4501;-64.3000; 2082
085.4752; -1.8500; 2024
085.5001;-69.2333; 2100
085.5251;+69.3833; 1961
085.5252; +9.0833; 2022
085.5251;-68.3500; 2094
085.5501;-68.4666; 2096
085.5501;-69.4833; 2102
085.5501;+69.3833;I2133
085.5752;-51.0333;I2141
085.6251;-68.2666; 2098
085.6751;-67.3166; 2095
085.7502; -2.3167;I 435
085.7752;+20.1167; 2026
085.8000;-70.6166; 2107
085.8502;-30.1000; 2049
085.9501;-69.2000; 2108
085.9752;-33.9500; 2061
086.0252; +8.6333; 2039
086.0251;-62.7833; 2097
086.0501;-66.4166; 2105
086.0752;-55.5333; 2087
086.1002;+55.8000; 2013
086.1001;-68.5333; 2109
086.1750;-70.9500; 2111
086.2502;+12.8833; 2045
086.3002;-10.0833; 2054
086.3751;-69.7500; 2113
086.4501;-68.0500; 2114
086.4752;-21.9833; 2073
086.5752; +0.0000; 2064
086.6002;-52.0833; 2101
086.6252; +0.1000; 2067
086.6752; +0.0500; 2068
086.7002; +8.8000; 2063
086.7002;-16.7667; 2076
086.7251;-68.5333; 2116
086.7252;-18.7333;I2143
086.7502;-34.2333; 2090
086.7752;-51.5500; 2104
086.8002; +0.3000; 2071
086.8001;-69.1500; 2118
086.8251;-67.4666; 2117
086.9502;-17.6000; 2089
086.9502;-30.5000;I2147
087.0000;-71.4666; 2121
087.1751;-70.0666; 2122
087.5250;-71.1166; 2134
087.5502;+23.8667;I2144
087.6501;-63.6833; 2120
087.6752;-21.5833; 2106
087.6751;-69.4833; 2125
087.7751;-69.3666; 2127
087.8252;-50.5833; 2115
087.8252;-38.3166;I2150
087.8500;-71.1833; 2133
087.9002;-12.5667;I 437
087.9251;-65.3166; 2123
088.0251;-67.3333; 2130
088.0502; -7.4500; 2110
088.1002;+32.5500; 2099
088.1502;-17.7833;I2151
088.2001;-69.5000; 2136
088.2502;-17.8833;I 438
088.2751;-67.4333; 2135
088.3001;-69.4833; 2137
088.4252;+38.6333;I 436
088.4752; +0.4000; 2112
088.5001;-68.6000; 2140
088.6251;-65.8333; 2138
088.6250;-70.9166; 2145
088.8001;-59.9166; 2132
088.8749;-76.9166;I2160
088.9000;-74.3500; 2161
088.9751;-69.5666; 2150
089.0001;-68.2000; 2147
089.0751;-69.0166; 2151
089.0752;+46.1167;I2149
089.1502;+32.0333;I 439
089.3000;-75.1333;I2161
089.3251;-69.1833; 2157
089.3502;+11.9500; 2119
089.3751;-66.4000; 2153
089.3751;-67.2500; 2154
089.4001;-68.4500; 2156
089.4752;-20.0667; 2124
089.4751;-68.6333; 2159
089.4752;-23.1833;I2152
089.5001;-68.2833; 2160
089.5250;-72.9833; 2173
089.6001;-65.4666; 2155
089.6500;-70.6833; 2171
089.6752;-26.6333; 2131
089.6751;-59.1166; 2148
089.6751;-68.5166; 2164
089.8251;-67.9333; 2166
089.9751;-68.6333; 2172
090.0252;-33.9166;I2153
090.1251;-63.7500; 2162
090.2000;-74.7166; 2190
090.2002;-34.0166;I2155
090.2252;-50.7333; 2152
090.2502;+23.3000; 2129
090.2501;-67.7166; 2177
090.2752;-23.6667; 2139
090.2752;-23.6667;I2154
090.3501;-66.8500; 2176
090.4752;-10.6000; 2142
090.6501;-65.2500; 2181
090.6752;-12.5000;I 441
090.7001;-63.7666; 2178
090.7502;+49.9000; 2126
090.7502; +5.7167; 2143
090.7752;+10.4333; 2141
090.8752; -9.7333; 2149
090.9751;-69.5666; 2187
091.1751;+57.6500; 2128
091.1750;-73.4000; 2199
091.1750;-75.4333; 2203
091.2002;+24.1500;I2156
091.2502;+24.0000;I2157
091.3252;-27.8500;I2158
091.4751;-67.0833; 2197
091.5501;-65.0833; 2193
091.7252; -6.2000; 2167
091.7250;-75.3666;I2164
091.8752;+24.1000; 2158
091.8752; -6.4000; 2170
091.9502;+18.6667; 2163
092.0002;-21.7500; 2179
092.1002;+13.9500; 2169
092.1002;-52.5166; 2191
092.1750;-73.8500; 2209
092.2252;+24.3333; 2168
092.3752; -6.3333; 2182
092.4002; +4.7167; 2180
092.4252;+20.5000; 2174
092.4502;+20.3167; 2175
092.4752;+20.4000;I2159
092.5252;-34.1000; 2188
092.6501;-62.5333; 2205
092.6750;-71.5500; 2213
092.7002; -6.2167; 2183
092.7252; -3.5167; 2184
092.7752;+51.6833; 2165
092.7752; -6.2167; 2185
092.8751;-69.1333; 2210
093.0502; +5.4500; 2186
093.0502;-21.8000; 2196
093.0752; +1.1333; 2189
093.2001;-68.2667; 2214
093.2252;+17.9833;I2162
093.3502;-43.6500; 2200
093.3502;-43.6833; 2201
093.4502;+12.8000; 2194
093.4752; +1.0000; 2198
093.6002;+17.6500; 2195
093.8002;+39.8500; 2192
093.9252;-18.6500; 2204
094.0002;-26.7667; 2206
094.1002;-21.3667; 2207
094.1252;-21.3833;I2163
094.2252; +5.9833; 2202
094.2252;+22.7833;I 443
094.6002;-18.5667; 2211
094.6252;-18.5500; 2212
094.6749;+78.3500; 2146
094.7248;+80.0667;I 440
095.0501;-57.5833; 2221
095.0751;-57.5333; 2222
095.1001;-67.5333; 2231
095.1002;+23.2667;I 444
095.2502; -7.2833; 2215
095.3001;-64.4500; 2228
095.3251;-64.9667; 2229
095.3501;-65.0000; 2230
095.4002;-22.0833; 2216
095.4252;-27.2333; 2217
095.4251;-65.0500; 2233
095.4252;-12.9833;I2165
095.4502;-44.7667; 2220
095.5751;-64.9500; 2235
095.6252;+51.9167; 2208
095.6751;-68.9500; 2241
095.8502; -4.6833; 2219
096.1502;-22.8333; 2223
096.1752;+19.3333; 2218
096.4752;-21.9833; 2227
096.4751;-68.8000; 2249
096.6502; -9.6500; 2225
096.6502; -4.7500; 2232
096.6752; -9.6500; 2226
096.7501;+59.0833;I2166
096.9002;+12.6333; 2224
097.3252;+16.6833; 2234
097.4252; +6.8333; 2236
097.4502;-31.2833; 2243
097.5752; +5.0500; 2237
097.6001;-64.3167; 2257
097.6502; +5.0167; 2238
097.7502; +4.9500; 2239
097.7502;+10.4500;I 446
097.8002;+10.0333;I 447
097.8002; +9.9000;I2169
097.8252;+10.4500;I2167
098.1002; +4.8667; 2244
098.1002; +5.1167; 2246
098.1752;+10.1667; 2245
098.1752; +7.3167;I 448
098.2002; -5.0333; 2250
098.2252;+35.2000; 2240
098.3002;+10.3333; 2247
098.4502;+44.6833;I2168
098.5002;+44.7667; 2242
098.5002;-34.7833; 2255
098.5252;+44.7000;I2170
098.6502;+26.3167; 2248
098.6752; +8.3667; 2251
098.7502; +5.3833; 2252
099.0002; +7.6667; 2254
099.1246;+82.9667;I 442
099.3251;+67.8500;I 445
099.5252; -1.4667; 2260
099.6002; +1.1833; 2262
099.6002;-24.8167; 2263
099.6502;+10.8833; 2259
099.8002; +8.7333; 2261
100.2002;-32.4833; 2267
100.2752; +9.8833; 2264
100.3752;+11.9333; 2265
100.6001;+66.3333; 2253
100.6752;-27.4500; 2272
100.7002;-23.4667; 2271
100.8002;+26.9667; 2266
100.9752; +4.5667; 2269
100.9752; +3.4333; 2270
101.1001;-63.7167; 2297
101.1002;-17.9333;I2171
101.2002;-27.6333; 2280
101.4250;+71.3500;I 449
101.4752;-18.2333; 2283
